gene	gene_fam	annot_yutin_hmm	region	annot_genbank	pvog_x	e_value	score	annot_pvog	annot_pvog_raw	annotation
hvcf_a6_ms_4_42				unknown	VOG6538	0.0036	13.9	unknown	hypothetical protein	P-unknown
hvcf_a6_ms_4_43				unknown	VOG5969	0.0028	14.2	unknown	hypothetical protein	P-unknown
hvcf_a6_ms_4_44				unknown						G-unknown
hvcf_a6_ms_4_45				unknown						G-unknown
hvcf_a6_ms_4_46				unknown						G-unknown
hvcf_a6_ms_4_47				unknown						G-unknown
hvcf_a6_ms_4_48				unknown						G-unknown
hvcf_a6_ms_4_49				unknown	VOG4539	0.061	9.4	unknown	hypothetical protein	P-unknown
hvcf_a6_ms_4_50				unknown						G-unknown
hvcf_a6_ms_4_51				unknown						G-unknown
hvcf_a6_ms_4_52				unknown						G-unknown
hvcf_a6_ms_4_53				unknown						G-unknown
hvcf_a6_ms_4_54				unknown	VOG10018	4.7e-05	19.4	unknown	hypothetical protein	P-unknown
hvcf_a6_ms_4_55				unknown	VOG1456	6.9e-05	18.6	unknown	hypothetical protein	P-unknown
hvcf_a6_ms_4_56				unknown	VOG6868	0.049	10.1	unknown	hypothetical protein	P-unknown
hvcf_a6_ms_4_57	SF1_helicase15	SF1 helicase		putative SF1 helicase	VOG0377	1.1999999999999998e-72	241.6	DNA helicase	DNA helicase	G-putative SF1 helicase
hvcf_a6_ms_4_58				unknown						G-unknown
hvcf_a6_ms_4_59	PolB	PolB	replication	putative DNA polymerase family B	VOG4577	3.3e-34	114.8	DNA polymerase	DNA polymerase	G-putative DNA polymerase family B
hvcf_a6_ms_4_60	SNF2_helic18	SNF2 helicase	replication	putative SWI2/SNF2 ATPase, non-canonical Walker A motif						G-putative SWI2/SNF2 ATPase, non-canonical Walker A motif
hvcf_a6_ms_4_61	gene19	RecT	replication	putative RecT, phage RecT recombinase	VOG4360	4.4000000000000004e-08	29.2	unknown	hypothetical protein	G-putative RecT, phage RecT recombinase
hvcf_a6_ms_4_62	gene20	Uncharacterized protein	replication	unknown						Y-Uncharacterized protein
hvcf_a6_ms_4_63	gene21	ssb 	replication	putative ssb single stranded DNA-binding protein						G-putative ssb single stranded DNA-binding protein
hvcf_a6_ms_4_64	primase	DnaG family primase	replication	putative DnaG family primase						G-putative DnaG family primase
hvcf_a6_ms_4_65				unknown	VOG7611	0.0014	14.8	unknown	hypothetical protein	P-unknown
hvcf_a6_ms_4_66				unknown						G-unknown
hvcf_a6_ms_4_67				unknown	VOG5329	0.098	9.4	unknown	TreB	P-unknown
hvcf_a6_ms_4_68	ligase25			unknown	VOG0018	2.2e-31	105.5	DNA ligase	DNA ligase	P-DNA ligase
hvcf_a6_ms_4_69				unknown						G-unknown
hvcf_a6_ms_4_70				unknown						G-unknown
hvcf_a6_ms_4_71				unknown	VOG0020	5.2e-32	107.7	unknown	hypothetical protein	P-unknown
hvcf_a6_ms_4_72				unknown	VOG8207	2.0999999999999998e-09	33.5	unknown	hypothetical protein	P-unknown
hvcf_a6_ms_4_73	ThyX			unknown	VOG4561	1.3e-21	73.6	thymidylate synthase	thymidylate synthase	P-thymidylate synthase
hvcf_a6_ms_4_74				unknown						G-unknown
hvcf_a6_ms_4_75				unknown						G-unknown
hvcf_a6_ms_4_76				unknown	VOG2775	0.0086	12.0	unknown	hypothetical protein	P-unknown
hvcf_a6_ms_4_77	gene32	Siphovirus Gp157 homolog	replication	putative siphovirus Gp157 family protein, GAM-like host nuclease inhibitor	VOG0321	7.8e-14	48.0	unknown	hypothetical protein	G-putative siphovirus Gp157 family protein, GAM-like host nuclease inhibitor
hvcf_a6_ms_4_78				unknown	VOG5924	0.0061	13.0	unknown	hypothetical protein	P-unknown
hvcf_a6_ms_4_79	gene34	Uncharacterized protein	replication	putative Protein of unknown function (DUF932)	VOG2486	2.5e-61	203.9	unknown	hypothetical protein	G-putative Protein of unknown function (DUF932)
hvcf_a6_ms_4_80	dUTP			unknown	VOG0085	8.8e-31	103.0	deoxyuridine 5'-triphosphate nucleotidohydrolase	deoxyuridine 5'-triphosphate nucleotidohydrolase	P-deoxyuridine 5'-triphosphate nucleotidohydrolase
hvcf_a6_ms_4_81				unknown	VOG3631	0.0094	12.3	unknown	hypothetical protein	P-unknown
hvcf_a6_ms_4_82				unknown						G-unknown
hvcf_a6_ms_4_83				unknown	VOG8753	0.00084	15.2	unknown	hypothetical protein	P-unknown
hvcf_a6_ms_4_84				unknown						G-unknown
hvcf_a6_ms_4_85				unknown						G-unknown
hvcf_a6_ms_4_86				unknown	VOG8111	0.0069	12.8	unknown	hypothetical protein	P-unknown
hvcf_a6_ms_4_87				unknown						G-unknown
inf125_s_2_1				unknown						G-unknown
inf125_s_2_2				unknown	VOG5038	0.00057	16.0	unknown	hypothetical protein	P-unknown
inf125_s_2_3				unknown						G-unknown
inf125_s_2_4				unknown						G-unknown
inf125_s_2_5				unknown						G-unknown
inf125_s_2_6				unknown						G-unknown
inf125_s_2_7				unknown						G-unknown
inf125_s_2_8				unknown	VOG5384	6e-06	21.5	virion structural	virion structural protein	P-virion structural
inf125_s_2_9				unknown	VOG0352	1.1999999999999999e-11	40.8	unknown	hypothetical protein	P-unknown
inf125_s_2_10				unknown	VOG7809	0.0012	14.9	unknown	hypothetical protein	P-unknown
inf125_s_2_11				unknown						G-unknown
inf125_s_2_12				unknown						G-unknown
inf125_s_2_13				unknown						G-unknown
inf125_s_2_14				unknown	VOG5007	0.00086	15.4	unknown	hypothetical protein	P-unknown
inf125_s_2_15	gene75	putative structural protein	assembly.capsid	unknown	VOG10022	0.0005099999999999999	16.3	unknown	unknown	Y-putative structural protein
inf125_s_2_16				unknown						G-unknown
inf125_s_2_17	MCP	MCP	assembly.capsid	putative Major capsid protein						G-putative Major capsid protein
inf125_s_2_18	gene77	putative structural protein	assembly.capsid	unknown						Y-putative structural protein
inf125_s_2_19				unknown	VOG5361	2.8000000000000003e-05	19.2	unknown	hypothetical protein	P-unknown
inf125_s_2_20				unknown						G-unknown
inf125_s_2_21				unknown						G-unknown
inf125_s_2_22	portal	Portal	assembly.capsid	putative Portal protein						G-putative Portal protein
inf125_s_2_23	terminase	Terminase	assembly.capsid	putative Terminase large subunit						G-putative Terminase large subunit
inf125_s_2_24				unknown	VOG5554	0.004	13.6	unknown	hypothetical protein	P-unknown
inf125_s_2_25				unknown	VOG9955	8.599999999999999e-14	47.9	unknown	hypothetical protein	P-unknown
inf125_s_2_26				unknown						G-unknown
inf125_s_2_27				unknown	VOG3978	0.0047	11.0	tail	tail protein	P-tail
inf125_s_2_28				unknown	VOG5361	0.0011	13.9	unknown	hypothetical protein	P-unknown
inf125_s_2_29				unknown						G-unknown
inf125_s_2_30				unknown	VOG2791	0.00033	15.2	tail sheath	tail sheath protein	P-tail sheath
inf125_s_2_31				unknown						G-unknown
inf125_s_2_32				unknown						G-unknown
inf125_s_2_33				unknown						G-unknown
inf125_s_2_34				unknown						G-unknown
inf125_s_2_35				unknown	VOG5047	6.800000000000001e-18	61.3	unknown	hypothetical protein	P-unknown
inf125_s_2_36				unknown						G-unknown
inf125_s_2_37	ThyX			unknown						G-unknown
inf125_s_2_38				unknown	VOG6389	0.033	10.8	conserved phage	conserved phage protein	P-conserved phage
inf125_s_2_39				unknown						G-unknown
inf125_s_2_40				unknown						G-unknown
inf125_s_2_41				unknown						G-unknown
inf125_s_2_42				unknown						G-unknown
inf125_s_2_43				unknown	VOG8856	0.13	8.4	unknown	hypothetical protein	P-unknown
inf125_s_2_44				unknown	VOG2386	0.17	6.5	portal	portal protein	P-portal
inf125_s_2_45				unknown						G-unknown
inf125_s_2_46				unknown						G-unknown
inf125_s_2_47				unknown						G-unknown
inf125_s_2_48				unknown						G-unknown
inf125_s_2_49				unknown	VOG6488	0.00095	13.7	terminase large subunit	terminase large subunit	P-terminase large subunit
inf125_s_2_50				unknown						G-unknown
inf125_s_2_51				unknown	VOG5101	8e-06	20.1	large terminase	putative large terminase	P-large terminase
inf125_s_2_52				unknown	VOG5203	9.9e-15	50.0	HNH endonuclease domain	HNH endonuclease domain protein	P-HNH endonuclease domain
inf125_s_2_53				unknown	VOG5203	0.00014	16.5	HNH endonuclease domain	HNH endonuclease domain protein	P-HNH endonuclease domain
inf125_s_2_54				unknown						G-unknown
inf125_s_2_55				unknown						G-unknown
inf125_s_2_56				unknown						G-unknown
inf125_s_2_57				unknown						G-unknown
inf125_s_2_58				unknown	VOG1254	3.8e-28	94.1	unknown	hypothetical protein	P-unknown
inf125_s_2_59				unknown	VOG3488	1.4e-08	30.8	unknown	hypothetical protein	P-unknown
inf125_s_2_60				unknown	VOG3851	0.0083	11.9	unknown	hypothetical protein	P-unknown
inf125_s_2_61				unknown						G-unknown
inf125_s_2_62				unknown						G-unknown
inf125_s_2_63				unknown	VOG0760	0.002	14.9	unknown	unknown	P-unknown
inf125_s_2_64				unknown	VOG6792	5e-05	19.7	unknown	hypothetical protein	P-unknown
inf125_s_2_65				unknown						G-unknown
inf125_s_2_66	PolB	PolB	replication	putative DNA polymerase family B						G-putative DNA polymerase family B
inf125_s_2_67	gene40b	Rep_Org , putative replisome organizer protein 		unknown	VOG4561	4.8e-30	101.1	thymidylate synthase	thymidylate synthase	Y-Rep_Org , putative replisome organizer protein 
inf125_s_2_68	gene41b	phage replicative helicase, DnaB family		unknown						Y-phage replicative helicase, DnaB family
inf125_s_2_69				unknown						G-unknown
inf125_s_2_70	gene43b	AAA domain ATPase		unknown						Y-AAA domain ATPase
inf125_s_2_71				unknown	VOG10592	0.00032	16.9	unknown	hypothetical protein	P-unknown
inf125_s_2_72				unknown						G-unknown
inf125_s_2_73	primase	DnaG family primase	replication	putative DnaG family primase						G-putative DnaG family primase
inf125_s_2_74	gene48b	Uncharacterized protein 48b		unknown						Y-Uncharacterized protein 48b
inf125_s_2_75				unknown						G-unknown
inf125_s_2_76				unknown	VOG4813	2.4e-05	20.3	HNH endonuclease	hypothetical protein	P-HNH endonuclease
inf125_s_2_77	gene85	PD-(D E)XK family nuclease		putative PD-(D/E)XK superfamily nuclease	VOG7742	0.01	12.3	unknown	hypothetical protein	G-putative PD-(D/E)XK superfamily nuclease
inf125_s_2_78				unknown						G-unknown
inf125_s_2_79				unknown						G-unknown
inf125_s_2_80				unknown						G-unknown
inf125_s_2_81				unknown						G-unknown
inf125_s_2_82				unknown						G-unknown
inf125_s_2_83				unknown						G-unknown
inf125_s_2_84	gene51	Tail stabilization protein (P22 gp10-like)	assembly	putative Phage stabilization protein (pfam11134), P22_gp10 homolog						G-putative Phage stabilization protein (pfam11134), P22_gp10 homolog
inf125_s_2_85	gene52	Tail tubular protein (P22 gp4-like)	assembly	putative Tail tubular protein, P22_gp4	VOG8506	6.500000000000001e-13	45.3	similar to RNA polymerase ECF-type sigma factor	similar to RNA polymerase ECF-type sigma factor	G-putative Tail tubular protein, P22_gp4
inf125_s_2_86				unknown	VOG6837	0.057	9.9	unknown	hypothetical protein	P-unknown
inf125_s_2_87				unknown						G-unknown
inf125_s_2_88	gene54	IHF subunit	assembly	putative Integration host factor IHF subunit, histone-like protein	VOG2680	0.0029	13.8	unknown	hypothetical protein	G-putative Integration host factor IHF subunit, histone-like protein
inf125_s_2_89				unknown						G-unknown
inf125_s_2_90				unknown						G-unknown
inf125_s_2_91				unknown						G-unknown
inf125_s_2_92				unknown	VOG0566	0.001	14.9	capsid-scaffolding	capsid-scaffolding protein	P-capsid-scaffolding
inf125_s_2_93				unknown	VOG11085	3.2e-08	30.0	unknown	hypothetical protein	P-unknown
inf125_s_2_94				unknown	VOG4577	2.9999999999999996e-39	131.4	DNA polymerase	DNA polymerase	P-DNA polymerase
inf125_s_2_95				unknown						G-unknown
inf125_s_2_96				unknown	VOG0025	7.299999999999999e-24	81.5	DNA helicase	putative DNA helicase	P-DNA helicase
nc_024711_crassphage_1				unknown						G-unknown
nc_024711_crassphage_2				unknown						G-unknown
nc_024711_crassphage_3				unknown						G-unknown
nc_024711_crassphage_4				unknown						G-unknown
nc_024711_crassphage_5				unknown						G-unknown
nc_024711_crassphage_6				unknown						G-unknown
nc_024711_crassphage_7				unknown						G-unknown
nc_024711_crassphage_8				unknown						G-unknown
nc_024711_crassphage_9				unknown						G-unknown
nc_024711_crassphage_10				unknown						G-unknown
nc_024711_crassphage_11				unknown	VOG4994	0.00043	16.9	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_12				unknown	VOG5226	0.0042	13.9	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_13				unknown	VOG9110	0.006	12.9	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_14	SF1_helicase15	SF1 helicase		putative SF1 helicase	VOG0377	2.1999999999999997e-76	253.9	DNA helicase	DNA helicase	G-putative SF1 helicase
nc_024711_crassphage_15	UDG	UDG	replication	putative Uracyl-DNA glycosylase						G-putative Uracyl-DNA glycosylase
nc_024711_crassphage_16	PolB	PolB	replication	putative DNA polymerase family B	VOG4577	1.4999999999999997e-45	152.3	DNA polymerase	DNA polymerase	G-putative DNA polymerase family B
nc_024711_crassphage_17	SNF2_helic18	SNF2 helicase	replication	putative SWI2/SNF2 ATPase, non-canonical Walker A motif						G-putative SWI2/SNF2 ATPase, non-canonical Walker A motif
nc_024711_crassphage_18	gene19	RecT	replication	putative RecT, phage RecT recombinase	VOG4360	5.6e-08	28.8	unknown	hypothetical protein	G-putative RecT, phage RecT recombinase
nc_024711_crassphage_19	gene20	Uncharacterized protein	replication	unknown						Y-Uncharacterized protein
nc_024711_crassphage_20	gene21	ssb 	replication	putative ssb single stranded DNA-binding protein	VOG8687	0.0076	11.3	virion structural	possible virion structural protein	G-putative ssb single stranded DNA-binding protein
nc_024711_crassphage_21	primase	DnaG family primase	replication	putative DnaG family primase						G-putative DnaG family primase
nc_024711_crassphage_22	gene23	Uncharacterized protein	replication	unknown						Y-Uncharacterized protein
nc_024711_crassphage_23				unknown						G-unknown
nc_024711_crassphage_24	ligase25			unknown	VOG0018	1.6999999999999998e-31	105.8	DNA ligase	DNA ligase	P-DNA ligase
nc_024711_crassphage_25				unknown						G-unknown
nc_024711_crassphage_26				unknown	VOG0020	9.3e-34	113.4	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_27				unknown						G-unknown
nc_024711_crassphage_28	ThyX			unknown	VOG4561	2e-17	59.9	thymidylate synthase	thymidylate synthase	P-thymidylate synthase
nc_024711_crassphage_29				unknown						G-unknown
nc_024711_crassphage_30				unknown						G-unknown
nc_024711_crassphage_31	gene32	Siphovirus Gp157 homolog	replication	putative siphovirus Gp157 family protein, GAM-like host nuclease inhibitor	VOG0321	3e-15	52.6	unknown	hypothetical protein	G-putative siphovirus Gp157 family protein, GAM-like host nuclease inhibitor
nc_024711_crassphage_32				unknown	VOG10674	0.0039	13.3	terminase large subunit	terminase large subunit	P-terminase large subunit
nc_024711_crassphage_33	gene34	Uncharacterized protein	replication	putative Protein of unknown function (DUF932)	VOG2486	5.299999999999999e-80	265.3	unknown	hypothetical protein	G-putative Protein of unknown function (DUF932)
nc_024711_crassphage_34	dUTP			unknown	VOG0085	1.2e-06	24.6	deoxyuridine 5'-triphosphate nucleotidohydrolase	deoxyuridine 5'-triphosphate nucleotidohydrolase	P-deoxyuridine 5'-triphosphate nucleotidohydrolase
nc_024711_crassphage_35				unknown	VOG7416	1.3e-15	53.9	HNH endonuclease inducing intron mobility	putative HNH endonuclease inducing intron mobility	P-HNH endonuclease inducing intron mobility
nc_024711_crassphage_36				unknown	VOG0085	1.5e-09	34.1	deoxyuridine 5'-triphosphate nucleotidohydrolase	deoxyuridine 5'-triphosphate nucleotidohydrolase	P-deoxyuridine 5'-triphosphate nucleotidohydrolase
nc_024711_crassphage_37				unknown	VOG6786	3.5e-07	26.5	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_38				unknown						G-unknown
nc_024711_crassphage_39				unknown						G-unknown
nc_024711_crassphage_40				unknown	VOG4549	0.00042	17.1	glutaredoxin	glutaredoxin	P-glutaredoxin
nc_024711_crassphage_41				unknown	VOG3412	2.2999999999999998e-08	30.5	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_42				unknown	VOG4731	3e-17	58.8	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_43				unknown	VOG6702	0.0015	14.5	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_44				unknown	VOG9233	0.00093	14.9	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_45				unknown	VOG4566	0.0039	13.2	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_46				unknown						G-unknown
nc_024711_crassphage_47				unknown	VOG1241	0.0072	13.0	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_48				unknown						G-unknown
nc_024711_crassphage_49	gene49	Uncharacterized protein		unknown						Y-Uncharacterized protein
nc_024711_crassphage_50				unknown	VOG1400	0.00021	15.0	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_51	gene51	Tail stabilization protein (P22 gp10-like)	assembly	putative Phage stabilization protein (pfam11134), P22_gp10 homolog						G-putative Phage stabilization protein (pfam11134), P22_gp10 homolog
nc_024711_crassphage_52	gene52	Tail tubular protein (P22 gp4-like)	assembly	putative Tail tubular protein, P22_gp4						G-putative Tail tubular protein, P22_gp4
nc_024711_crassphage_53	gene53	IHF subunit	assembly	putative Integration host factor IHF subunit, histone-like protein						G-putative Integration host factor IHF subunit, histone-like protein
nc_024711_crassphage_54	gene54	IHF subunit	assembly	putative Integration host factor IHF subunit, histone-like protein						G-putative Integration host factor IHF subunit, histone-like protein
nc_024711_crassphage_55				unknown	VOG5763	0.00028	17.5	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_56				unknown						G-unknown
nc_024711_crassphage_57				unknown	VOG5283	0.0009599999999999999	15.1	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_58				unknown						G-unknown
nc_024711_crassphage_59				unknown	VOG4897	0.011000000000000001	11.9	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_60				unknown	VOG4027	0.0094	8.7	unknown	tail fiber-like protein	P-unknown
nc_024711_crassphage_61				unknown						G-unknown
nc_024711_crassphage_62				unknown						G-unknown
nc_024711_crassphage_63				unknown	VOG1237	0.0053	13.2	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_64				unknown						G-unknown
nc_024711_crassphage_65				unknown	VOG10035	0.0052	12.4	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_66				unknown	VOG6381	0.027999999999999997	10.8	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_67				unknown	VOG1125	0.00033999999999999997	16.7	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_68				unknown	VOG5612	0.0044	13.2	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_69				unknown	VOG8134	1.4e-06	23.4	tail fiber  1	putative tail fiber protein 1	P-tail fiber  1
nc_024711_crassphage_70				unknown						G-unknown
nc_024711_crassphage_71				unknown						G-unknown
nc_024711_crassphage_72				unknown						G-unknown
nc_024711_crassphage_73	gene73	putative structural protein	assembly	putative Tail sheath protein						G-putative Tail sheath protein
nc_024711_crassphage_74	gene74	putative structural protein	assembly	unknown						Y-putative structural protein
nc_024711_crassphage_75	gene75	putative structural protein	assembly.capsid	unknown	VOG6090	0.0072	12.8	unknown	hypothetical protein	Y-putative structural protein
nc_024711_crassphage_76	MCP	MCP	assembly.capsid	putative Major capsid protein						G-putative Major capsid protein
nc_024711_crassphage_77	gene77	putative structural protein	assembly.capsid	unknown	VOG10320	0.011000000000000001	11.7	unknown	hypothetical protein	Y-putative structural protein
nc_024711_crassphage_78	portal	Portal	assembly.capsid	putative Portal protein	VOG2934	0.0085	12.4	unknown	hypothetical protein	G-putative Portal protein
nc_024711_crassphage_79	terminase	Terminase	assembly.capsid	putative Terminase large subunit						G-putative Terminase large subunit
nc_024711_crassphage_80				unknown						G-unknown
nc_024711_crassphage_81				unknown						G-unknown
nc_024711_crassphage_82				unknown	VOG0992	9.7e-30	99.7	endolysin	putative endolysin	P-endolysin
nc_024711_crassphage_83				unknown						G-unknown
nc_024711_crassphage_84				unknown	VOG0992	0.0007700000000000001	15.3	endolysin	putative endolysin	P-endolysin
nc_024711_crassphage_85	gene85	PD-(D E)XK family nuclease		putative PD-(D/E)XK superfamily nuclease	VOG2848	7.599999999999998e-108	356.2	AddA-like	AddA-like protein	G-putative PD-(D/E)XK superfamily nuclease
nc_024711_crassphage_86	gene86	Uncharacterized protein		unknown						Y-Uncharacterized protein
nc_024711_crassphage_87				unknown	VOG7524	0.0021	14.6	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_88				unknown						G-unknown
nc_024711_crassphage_89				unknown						G-unknown
nc_024711_crassphage_90				unknown						G-unknown
nc_024711_crassphage_91				unknown	VOG6153	0.0008300000000000001	15.5	unknown	hypothetical protein	P-unknown
nc_024711_crassphage_92				unknown						G-unknown
sib1_ms_5_1				unknown						G-unknown
sib1_ms_5_2				unknown	VOG8478	0.0049	13.1	unknown	hypothetical protein	P-unknown
sib1_ms_5_3				unknown						G-unknown
sib1_ms_5_4	gene85	PD-(D E)XK family nuclease		putative PD-(D/E)XK superfamily nuclease	VOG2848	3e-30	101.6	AddA-like	AddA-like protein	G-putative PD-(D/E)XK superfamily nuclease
sib1_ms_5_5				unknown	VOG10334	8.6e-23	77.2	unknown	hypothetical protein	P-unknown
sib1_ms_5_6				unknown	VOG1863	0.0022	14.5	unknown	hypothetical protein	P-unknown
sib1_ms_5_7				unknown	VOG2859	0.0012	15.5	unknown	hypothetical protein	P-unknown
sib1_ms_5_8	gene86	Uncharacterized protein		unknown	VOG7635	0.0018	14.6	unknown	unknown	P-unknown
sib1_ms_5_9	terminase	Terminase	assembly.capsid	putative Terminase large subunit	VOG5203	2.7999999999999998e-36	121.1	HNH endonuclease domain	HNH endonuclease domain protein	G-putative Terminase large subunit
sib1_ms_5_10	portal	Portal	assembly.capsid	putative Portal protein	VOG3129	0.025	10.5	unknown	hypothetical protein	G-putative Portal protein
sib1_ms_5_11	gene77	putative structural protein	assembly.capsid	unknown	VOG9272	0.0059	13.1	unknown	hypothetical protein	Y-putative structural protein
sib1_ms_5_12	MCP	MCP	assembly.capsid	putative Major capsid protein						G-putative Major capsid protein
sib1_ms_5_13	gene75	putative structural protein	assembly.capsid	unknown						Y-putative structural protein
sib1_ms_5_14	gene74	putative structural protein	assembly	unknown						Y-putative structural protein
sib1_ms_5_15	gene73	putative structural protein	assembly	putative Tail sheath protein						G-putative Tail sheath protein
sib1_ms_5_16				unknown	VOG9841	0.0016	14.5	unknown	unknown	P-unknown
sib1_ms_5_17				unknown	VOG7718	1.2e-13	46.2	YomR-like	YomR-like protein	P-YomR-like
sib1_ms_5_18				unknown	VOG7906	1.8000000000000001e-06	24.3	unknown	hypothetical protein	P-unknown
sib1_ms_5_19				unknown						G-unknown
sib1_ms_5_20				unknown						G-unknown
sib1_ms_5_21				unknown						G-unknown
sib1_ms_5_22				unknown						G-unknown
sib1_ms_5_23				unknown						G-unknown
sib1_ms_5_24				unknown						G-unknown
sib1_ms_5_25				unknown						G-unknown
sib1_ms_5_26				unknown	VOG8489	0.00025	16.9	unknown	unknown	P-unknown
sib1_ms_5_27				unknown	VOG11067	0.00093	15.1	unknown	hypothetical protein	P-unknown
sib1_ms_5_28				unknown	VOG6476	0.0031	13.0	unknown	hypothetical protein	P-unknown
sib1_ms_5_29				unknown	VOG9009	0.0048	13.6	unknown	hypothetical protein	P-unknown
sib1_ms_5_30				unknown	VOG8995	0.0039	13.5	unknown	hypothetical protein	P-unknown
sib1_ms_5_31				unknown	VOG1371	0.00075	15.5	unknown	hypothetical protein	P-unknown
sib1_ms_5_32				unknown						G-unknown
sib1_ms_5_33	gene54	IHF subunit	assembly	putative Integration host factor IHF subunit, histone-like protein	VOG1414	0.0015	15.1	unknown	hypothetical protein	G-putative Integration host factor IHF subunit, histone-like protein
sib1_ms_5_34	gene53	IHF subunit	assembly	putative Integration host factor IHF subunit, histone-like protein						G-putative Integration host factor IHF subunit, histone-like protein
sib1_ms_5_35	gene52	Tail tubular protein (P22 gp4-like)	assembly	putative Tail tubular protein, P22_gp4	VOG10689	0.0067	12.4	unknown	hypothetical protein	G-putative Tail tubular protein, P22_gp4
sib1_ms_5_36	gene51	Tail stabilization protein (P22 gp10-like)	assembly	putative Phage stabilization protein (pfam11134), P22_gp10 homolog						G-putative Phage stabilization protein (pfam11134), P22_gp10 homolog
sib1_ms_5_37	gene49	Uncharacterized protein		unknown	VOG4565	4.8e-07	25.9	lysozyme	lysozyme	P-lysozyme
sib1_ms_5_38				unknown						G-unknown
sib1_ms_5_39				unknown	VOG6140	0.003	13.9	unknown	hypothetical protein	P-unknown
sib1_ms_5_40				unknown						G-unknown
sib1_ms_5_41				unknown	VOG1183	7.499999999999999e-06	22.9	unknown	hypothetical protein	P-unknown
sib1_ms_5_42				unknown	VOG4731	2.9e-13	46.0	unknown	hypothetical protein	P-unknown
sib1_ms_5_43	dUTP			unknown	VOG0085	9.099999999999999e-29	96.4	deoxyuridine 5'-triphosphate nucleotidohydrolase	deoxyuridine 5'-triphosphate nucleotidohydrolase	P-deoxyuridine 5'-triphosphate nucleotidohydrolase
sib1_ms_5_44				unknown						G-unknown
sib1_ms_5_45	gene34	Uncharacterized protein	replication	putative Protein of unknown function (DUF932)	VOG2486	5.4999999999999997e-45	150.1	unknown	hypothetical protein	G-putative Protein of unknown function (DUF932)
sib1_ms_5_46				unknown						G-unknown
sib1_ms_5_47	gene32	Siphovirus Gp157 homolog	replication	putative siphovirus Gp157 family protein, GAM-like host nuclease inhibitor	VOG0321	6.4e-13	45.0	unknown	hypothetical protein	G-putative siphovirus Gp157 family protein, GAM-like host nuclease inhibitor
sib1_ms_5_48				unknown	VOG0020	1.3e-16	57.4	unknown	hypothetical protein	P-unknown
sib1_ms_5_49				unknown						G-unknown
sib1_ms_5_50				unknown						G-unknown
sib1_ms_5_51	ThyX			unknown	VOG4561	6.6e-19	64.7	thymidylate synthase	thymidylate synthase	P-thymidylate synthase
sib1_ms_5_52				unknown						G-unknown
sib1_ms_5_53				unknown						G-unknown
sib1_ms_5_54	ligase25			unknown	VOG0018	1.6e-39	132.2	DNA ligase	DNA ligase	P-DNA ligase
sib1_ms_5_55	gene23	Uncharacterized protein	replication	unknown						Y-Uncharacterized protein
sib1_ms_5_56	primase	DnaG family primase	replication	putative DnaG family primase	VOG4551	0.0011	15.3	DNA primase	DNA primase	G-putative DnaG family primase
sib1_ms_5_57	gene21	ssb 	replication	putative ssb single stranded DNA-binding protein						G-putative ssb single stranded DNA-binding protein
sib1_ms_5_58	gene20	Uncharacterized protein	replication	unknown						Y-Uncharacterized protein
sib1_ms_5_59	gene19	RecT	replication	putative RecT, phage RecT recombinase	VOG4360	3.8e-05	19.5	unknown	hypothetical protein	G-putative RecT, phage RecT recombinase
sib1_ms_5_60	SNF2_helic18	SNF2 helicase	replication	putative SWI2/SNF2 ATPase, non-canonical Walker A motif	VOG4548	2e-19	66.0	helicase	helicase	G-putative SWI2/SNF2 ATPase, non-canonical Walker A motif
sib1_ms_5_61				unknown						G-unknown
sib1_ms_5_62				unknown						G-unknown
sib1_ms_5_63	PolB	PolB	replication	putative DNA polymerase family B	VOG4577	7.4999999999999996e-34	113.6	DNA polymerase	DNA polymerase	G-putative DNA polymerase family B
sib1_ms_5_64	UDG	UDG	replication	putative Uracyl-DNA glycosylase	VOG0668	4.7e-05	18.8	DNA polymerase I	putative DNA polymerase I	G-putative Uracyl-DNA glycosylase
sib1_ms_5_65	SF1_helicase15	SF1 helicase		putative SF1 helicase	VOG0377	1.9999999999999997e-72	240.9	DNA helicase	DNA helicase	G-putative SF1 helicase
sib1_ms_5_66				unknown						G-unknown
sib1_ms_5_67				unknown						G-unknown
sib1_ms_5_68				unknown						G-unknown
