#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
sib1_ms_5_45            -          VOG2486              -            5.5e-45  150.1   0.0   6.6e-45  149.9   0.0   1.0   1   0   0   1   1   1   1 -
cs_ms_21_68             -          VOG2486              -              8e-44  146.3   0.5     1e-43  146.0   0.5   1.0   1   0   0   1   1   1   1 -
fferm_ms_11_95       -          VOG2545              -            0.00042   16.4   0.0   0.00088   15.4   0.0   1.6   1   0   0   1   1   1   1 -
srr4295175_ms_5_77   -          VOG2577              -              0.055    8.7   7.7     0.076    8.2   7.7   1.2   1   0   0   1   1   1   0 -
eld241-t0_s_1_107    -          VOG2634              -            0.00091   15.8   0.4    0.0033   14.0   0.1   1.9   1   1   1   2   2   2   1 -
fferm_ms_11_105      -          VOG2669              -             0.0035   13.6   0.0    0.0072   12.6   0.0   1.5   1   0   0   1   1   1   1 -
inf125_s_2_88        -          VOG2680              -             0.0029   13.8   0.0    0.0041   13.3   0.0   1.2   1   0   0   1   1   1   1 -
cs_ms_21_60          -          VOG2731              -             0.0007   15.5   0.0    0.0008   15.3   0.0   1.1   1   0   0   1   1   1   1 -
cs_ms_21_2           -          VOG2767              -              0.025   10.8   8.3       1.3    5.3   0.1   4.8   5   0   0   5   5   5   0 -
hvcf_a6_ms_4_76      -          VOG2775              -             0.0086   12.0   0.0     0.017   11.1   0.0   1.4   1   0   0   1   1   1   1 -
err844030_ms_1_26    -          VOG2791              -            2.7e-05   18.8   2.4   6.9e-05   17.5   2.4   1.8   1   1   0   1   1   1   1 -
inf125_s_2_30        -          VOG2791              -            0.00033   15.2   1.2   0.00033   15.2   1.2   2.2   1   1   1   2   2   2   1 -
inf125_s_2_19        -          VOG2825              -            0.00036   16.8   0.0     0.001   15.3   0.0   1.8   1   0   0   1   1   1   1 -
KP06_gp83               -          VOG2848              -           7.5e-108  356.2   1.5  8.7e-108  356.0   1.5   1.0   1   0   0   1   1   1   1 -
nc_024711_crassphage_85 -          VOG2848              -           7.6e-108  356.2   1.5  8.8e-108  356.0   1.5   1.0   1   0   0   1   1   1   1 -
hvcf_a6_ms_4_35         -          VOG2848              -            1.8e-68  227.0   1.7   2.3e-68  226.6   1.7   1.0   1   0   0   1   1   1   1 -
err975045_s_1_5         -          VOG2848              -            1.1e-58  194.8   0.2   1.3e-58  194.6   0.2   1.0   1   0   0   1   1   1   1 -
srr4295175_ms_5_82      -          VOG2848              -            5.4e-53  176.2   0.4   6.8e-53  175.9   0.4   1.0   1   0   0   1   1   1   1 -
sib1_ms_5_4             -          VOG2848              -              3e-30  101.6   3.5   8.6e-30  100.1   3.5   1.7   1   1   0   1   1   1   1 -
cs_ms_21_17             -          VOG2848              -            1.6e-26   89.3   0.1   1.2e-24   83.2   0.1   2.5   1   1   0   1   1   1   1 -
sib1_ms_5_7          -          VOG2859              -             0.0012   15.5   0.0    0.0018   14.9   0.0   1.4   1   0   0   1   1   1   1 -
cs_ms_21_10          -          VOG2930              -             0.0057   12.8   0.0      0.38    7.0   0.0   2.5   2   0   0   2   2   2   2 -
KP06_gp76               -          VOG2934              -             0.0085   12.4   0.0     0.025   10.9   0.0   1.7   1   0   0   1   1   1   1 -
nc_024711_crassphage_78 -          VOG2934              -             0.0085   12.4   0.0     0.025   10.9   0.0   1.7   1   0   0   1   1   1   1 -
fferm_ms_11_37       -          VOG2973              -             0.0015   14.9   0.0    0.0023   14.3   0.0   1.3   1   0   0   1   1   1   1 -
cs_ms_21_42          -          VOG2995              -              4e-09   31.6   0.2     4e-05   18.4   0.1   2.2   2   0   0   2   2   2   2 -
err844030_ms_1_102   -          VOG3025              -             0.0029   13.6   0.0     0.039   10.0   0.0   2.4   2   0   0   2   2   2   1 -
fferm_ms_11_64       -          VOG3093              -            1.8e-06   23.2   1.4    0.0062   11.6   0.1   3.4   3   1   1   4   4   4   3 -
srr4295175_ms_5_44   -          VOG3124              -             0.0051   12.4   1.3     0.017   10.7   0.1   2.0   1   1   1   2   2   2   1 -
err844030_ms_1_1     -          VOG3129              -            0.00039   16.4   3.7    0.0039   13.1   0.0   3.3   3   0   0   3   3   3   1 -
fferm_ms_11_22       -          VOG3129              -             0.0022   14.0   0.2    0.0032   13.4   0.2   1.2   1   0   0   1   1   1   1 -
srr4295175_ms_5_30   -          VOG3129              -             0.0049   12.8   1.6    0.0068   12.4   1.2   1.4   1   1   0   1   1   1   1 -
sib1_ms_5_10         -          VOG3129              -              0.025   10.5   3.3     0.011   11.7   0.3   1.9   2   0   0   2   2   2   0 -
fferm_ms_11_20       -          VOG3212              -            0.00014   18.5   0.1   0.00019   18.1   0.1   1.2   1   0   0   1   1   1   1 -
hvcf_a6_ms_4_57         -          VOG3239              -            1.4e-07   27.0   1.7   2.3e-06   23.0   0.0   2.8   4   0   0   4   4   4   1 -
sib1_ms_5_65            -          VOG3239              -            1.6e-07   26.8   0.6   0.00065   14.9   0.0   3.6   3   1   1   4   4   4   2 -
nc_024711_crassphage_14 -          VOG3239              -            2.6e-05   19.5   4.4   9.2e-05   17.7   0.6   3.0   3   1   0   3   3   3   1 -
KP06_gp14               -          VOG3239              -            2.7e-05   19.5   4.5   9.4e-05   17.7   0.6   3.0   3   1   0   3   3   3   1 -
cs_ms_21_42             -          VOG3239              -            3.1e-05   19.3   0.0   7.6e-05   18.0   0.0   1.6   2   0   0   2   2   2   1 -
err844030_ms_1_98    -          VOG3241              -            6.1e-15   51.6   0.2   5.2e-08   28.9   0.2   2.2   1   1   1   2   2   2   2 -
inf125_s_2_105       -          VOG3241              -            1.6e-10   37.1   0.0   6.4e-10   35.1   0.0   2.0   2   0   0   2   2   2   1 -
eld241-t0_s_1_152    -          VOG3343              -             0.0024   13.6   0.0    0.0049   12.6   0.0   1.5   1   0   0   1   1   1   1 -
eld241-t0_s_1_134    -          VOG3379              -             0.0077   12.2   0.1      0.91    5.5   0.1   3.1   3   0   0   3   3   3   1 -
inf125_s_2_99        -          VOG3409              -             0.0074   12.4   0.2     0.029   10.5   0.1   1.9   2   0   0   2   2   2   1 -
KP06_gp40               -          VOG3412              -            2.1e-08   30.6   3.6   2.5e-08   30.4   3.6   1.1   1   0   0   1   1   1   1 -
nc_024711_crassphage_41 -          VOG3412              -            2.3e-08   30.5   3.6   2.6e-08   30.3   3.6   1.1   1   0   0   1   1   1   1 -
fferm_ms_11_26       -          VOG3436              -              0.013   11.8   2.0     0.016   11.5   0.1   2.2   2   0   0   2   2   2   0 -
eld241-t0_s_1_107    -          VOG3439              -              0.033   10.0   6.2     0.039    9.8   0.6   2.1   1   1   1   2   2   2   0 -
inf125_s_2_58        -          VOG3456              -            0.00076   15.4   0.1    0.0014   14.5   0.1   1.4   1   0   0   1   1   1   1 -
err844030_ms_1_42    -          VOG3456              -             0.0028   13.5   0.0    0.0053   12.6   0.0   1.4   1   0   0   1   1   1   1 -
eld241-t0_s_1_102    -          VOG3479              -             0.0018   14.2   2.1    0.0018   14.2   2.1   1.8   2   1   0   2   2   2   1 -
eld241-t0_s_1_106    -          VOG3488              -            2.3e-13   46.2   0.1   2.5e-13   46.1   0.1   1.1   1   0   0   1   1   1   1 -
fferm_ms_11_16       -          VOG3488              -              2e-11   40.0   0.9   2.5e-11   39.7   0.8   1.3   1   1   0   1   1   1   1 -
err844030_ms_1_43    -          VOG3488              -            2.3e-10   36.6   0.0     3e-10   36.2   0.0   1.2   1   0   0   1   1   1   1 -
inf125_s_2_59        -          VOG3488              -            1.4e-08   30.8   0.0   1.6e-08   30.6   0.0   1.1   1   0   0   1   1   1   1 -
hvcf_a6_ms_4_35      -          VOG3505              -            3.2e-05   19.6   4.2     0.013   11.0   1.7   2.6   1   1   2   3   3   3   2 -
srr4295175_ms_5_28   -          VOG3507              -                0.2    7.9   6.5       0.7    6.1   0.0   3.8   4   0   0   4   4   4   0 -
fferm_ms_11_104      -          VOG3517              -             0.0044   13.5   0.6      0.24    7.9   0.0   3.1   3   1   0   3   3   3   1 -
hvcf_a6_ms_4_23      -          VOG3531              -             0.0049   13.6  14.0     0.033   10.9   3.8   2.4   1   1   0   2   2   2   2 -
KP06_gp40               -          VOG3551              -             0.0038   13.2   0.1    0.0043   13.0   0.1   1.2   1   0   0   1   1   1   1 -
nc_024711_crassphage_41 -          VOG3551              -              0.004   13.1   0.1    0.0045   13.0   0.1   1.2   1   0   0   1   1   1   1 -
err844030_ms_1_98       -          VOG3551              -             0.0051   12.8   0.5     0.022   10.8   0.1   2.1   2   0   0   2   2   2   1 -
eld241-t0_s_1_100    -          VOG3560              -             0.0047   13.3   0.0      0.37    7.2   0.1   2.2   1   1   1   2   2   2   2 -
inf125_s_2_15        -          VOG3567              -              0.004   12.3   0.0     0.004   12.3   0.0   1.0   1   0   0   1   1   1   1 -
err844030_ms_1_47    -          VOG3586              -            0.00057   15.6   0.2   0.00066   15.3   0.2   1.0   1   0   0   1   1   1   1 -
err975045_s_1_81     -          VOG3616              -              0.012   11.8   2.6     0.015   11.5   2.6   1.1   1   0   0   1   1   1   0 -
inf125_s_2_102       -          VOG3626              -             0.0012   15.3   0.1     0.004   13.6   0.1   1.9   1   0   0   1   1   1   1 -
hvcf_a6_ms_4_81         -          VOG3631              -             0.0094   12.3  11.4     0.076    9.4  11.3   2.2   1   1   0   1   1   1   1 -
KP06_gp11               -          VOG3631              -              0.016   11.6   2.6     0.011   12.1   0.6   1.8   2   0   0   2   2   2   0 -
nc_024711_crassphage_11 -          VOG3631              -              0.017   11.5   2.6     0.011   12.0   0.6   1.8   2   0   0   2   2   2   0 -
inf125_s_2_19           -          VOG3631              -                1.3    5.5   9.2      0.15    8.5   0.7   2.9   2   1   1   3   3   3   0 -
fferm_ms_11_11          -          VOG3631              -                  8    2.9  10.1       2.4    4.6   3.6   3.1   3   0   0   3   3   3   0 -
fferm_ms_11_63       -          VOG3691              -             0.0026   13.5   0.0    0.0037   13.0   0.0   1.2   1   0   0   1   1   1   1 -
cs_ms_21_62          -          VOG3711              -             0.0031   14.1   0.1    0.0069   13.0   0.1   1.8   1   1   1   2   2   2   1 -
err844030_ms_1_42    -          VOG3771              -            0.00013   17.7   0.0    0.0002   17.1   0.0   1.4   1   1   0   1   1   1   1 -
inf125_s_2_58        -          VOG3771              -            0.00027   16.7   0.0   0.00039   16.2   0.0   1.2   1   0   0   1   1   1   1 -
err844030_ms_1_65    -          VOG3777              -            0.00081   15.7   0.3    0.0015   14.8   0.3   1.4   1   0   0   1   1   1   1 -
err975045_s_1_67     -          VOG3829              -             0.0021   14.4   0.2    0.0028   14.0   0.2   1.1   1   0   0   1   1   1   1 -
inf125_s_2_60        -          VOG3851              -             0.0083   11.9   0.9     0.014   11.1   0.9   1.5   1   1   0   1   1   1   1 -
fferm_ms_11_101      -          VOG3903              -              2e-35  117.7   0.1   6.6e-35  116.0   0.1   1.9   1   0   0   1   1   1   1 -
inf125_s_2_27        -          VOG3978              -             0.0047   11.0   0.2    0.0046   11.0   0.2   1.0   1   0   0   1   1   1   1 -
cs_ms_21_75          -          VOG4013              -              0.011   11.7   0.4      0.21    7.6   0.0   2.6   2   1   0   3   3   3   0 -
sib1_ms_5_18         -          VOG4025              -            0.00078   15.6   0.0    0.0012   14.9   0.0   1.3   1   0   0   1   1   1   1 -
err975045_s_1_78     -          VOG4025              -             0.0012   15.0   2.8    0.0012   15.0   2.8   1.5   2   0   0   2   2   2   1 -
inf125_s_2_14        -          VOG4025              -             0.0058   12.8   2.2    0.0063   12.7   2.2   1.0   1   0   0   1   1   1   1 -
err844030_ms_1_11    -          VOG4025              -               0.35    7.1  11.2        16    1.7  11.2   2.4   1   1   0   1   1   1   0 -
KP06_gp58               -          VOG4027              -             0.0093    8.7   0.6     0.012    8.4   0.6   1.0   1   0   0   1   1   1   1 -
nc_024711_crassphage_60 -          VOG4027              -             0.0094    8.7   0.6     0.012    8.4   0.6   1.0   1   0   0   1   1   1   1 -
sib1_ms_5_18            -          VOG4052              -            0.00078   15.5   0.3    0.0011   15.0   0.3   1.2   1   0   0   1   1   1   1 -
srr4295175_ms_5_72      -          VOG4052              -             0.0038   13.3  17.8    0.0043   13.1   6.3   2.3   1   1   1   2   2   2   1 -
nc_024711_crassphage_57 -          VOG4052              -              0.011   11.8  11.5      0.12    8.4   8.3   2.9   1   1   1   2   2   2   0 -
KP06_gp55               -          VOG4052              -              0.011   11.8  11.6      0.15    8.1   8.5   2.9   1   1   1   2   2   2   0 -
err975045_s_1_21        -          VOG4052              -              0.013   11.6  11.2     0.022   10.8  11.2   1.5   1   1   0   1   1   1   0 -
srr4295175_ms_5_70      -          VOG4052              -                0.1    8.7   7.4      0.19    7.8   7.4   1.5   1   1   0   1   1   1   0 -
nc_024711_crassphage_69 -          VOG4052              -               0.63    6.1  11.8       1.1    5.3   8.8   2.6   2   1   0   2   2   2   0 -
KP06_gp67               -          VOG4052              -               0.66    6.1  11.9       1.1    5.3   8.9   2.6   2   1   0   2   2   2   0 -
err975045_s_1_1      -          VOG4145              -              0.002   14.1   0.8    0.0026   13.7   0.8   1.2   1   0   0   1   1   1   1 -
err975045_s_1_102    -          VOG4145              -             0.0049   12.8   0.8    0.0068   12.4   0.8   1.3   1   0   0   1   1   1   1 -
hvcf_a6_ms_4_35      -          VOG4148              -             0.0091   12.3   1.4     0.054    9.8   0.1   2.7   3   0   0   3   3   3   1 -
sib1_ms_5_47         -          VOG4178              -              0.012   11.4   2.2     0.037    9.9   0.8   2.2   2   0   0   2   2   2   0 -
err975045_s_1_4      -          VOG4184              -             0.0075   12.5   0.0    0.0079   12.4   0.0   1.0   1   0   0   1   1   1   1 -
eld241-t0_s_1_81     -          VOG4189              -             0.0066   12.8   0.0     0.011   12.0   0.0   1.3   1   0   0   1   1   1   1 -
srr4295175_ms_5_72   -          VOG4190              -                5.5    3.5  15.0       1.5    5.3   0.1   3.1   3   1   0   3   3   3   0 -
srr4295175_ms_5_16   -          VOG4198              -               0.75    6.3  10.1       3.4    4.1   0.1   3.2   2   1   1   3   3   3   0 -
srr4295175_ms_5_19   -          VOG4214              -              0.046   10.1   7.2     0.048   10.1   7.2   1.1   1   0   0   1   1   1   0 -
sib1_ms_5_18         -          VOG4334              -             0.0027   13.8   0.3    0.0033   13.5   0.3   1.2   1   0   0   1   1   1   1 -
inf125_s_2_102       -          VOG4341              -            1.1e-05   19.6   0.0   2.1e-05   18.7   0.0   1.4   2   0   0   2   2   2   1 -
err844030_ms_1_91    -          VOG4341              -            6.8e-05   17.1   0.0    0.0002   15.5   0.0   1.6   2   0   0   2   2   2   1 -
hvcf_a6_ms_4_61         -          VOG4360              -            4.4e-08   29.2   0.0   0.00013   17.7   0.0   2.3   2   0   0   2   2   2   2 -
KP06_gp18               -          VOG4360              -            5.5e-08   28.8   0.0   2.6e-05   20.1   0.0   2.2   2   0   0   2   2   2   2 -
nc_024711_crassphage_18 -          VOG4360              -            5.6e-08   28.8   0.0   2.6e-05   20.0   0.0   2.2   2   0   0   2   2   2   2 -
sib1_ms_5_59            -          VOG4360              -            3.8e-05   19.5   0.1   0.00035   16.3   0.1   2.1   1   1   0   1   1   1   1 -
err975045_s_1_42        -          VOG4360              -            5.2e-05   19.1   0.0    0.0093   11.6   0.0   2.1   2   0   0   2   2   2   2 -
srr4295175_ms_5_58      -          VOG4360              -             0.0011   14.6   0.0      0.18    7.4   0.0   2.4   3   0   0   3   3   3   2 -
cs_ms_21_53             -          VOG4360              -              0.002   13.9   0.1     0.009   11.7   0.0   1.9   2   0   0   2   2   2   1 -
srr4295175_ms_5_6    -          VOG4365              -             0.0092   12.1   0.0     0.022   10.9   0.0   1.6   2   0   0   2   2   2   1 -
err975045_s_1_21        -          VOG4373              -              0.047   10.2   7.1      0.97    6.0   7.1   2.4   1   1   0   1   1   1   0 -
sib1_ms_5_16            -          VOG4373              -              0.066    9.7   4.4      0.81    6.2   0.2   2.3   2   1   0   2   2   2   0 -
KP06_gp55               -          VOG4373              -              0.076    9.5   9.8       1.5    5.3   0.0   3.3   1   1   2   3   3   3   0 -
nc_024711_crassphage_57 -          VOG4373              -              0.077    9.5   9.8       1.5    5.3   0.0   3.3   1   1   1   2   2   2   0 -
srr4295175_ms_5_70      -          VOG4373              -               0.25    7.9   5.4       6.7    3.3   5.4   2.2   1   1   0   1   1   1   0 -
err975045_s_1_58        -          VOG4373              -                2.8    4.5  10.5       1.1    5.8   0.5   3.6   3   1   1   4   4   4   0 -
fferm_ms_11_63       -          VOG4375              -            0.00055   16.5   0.0   0.00083   16.0   0.0   1.3   1   0   0   1   1   1   1 -
cs_ms_21_10          -          VOG4414              -             0.0025   14.0   1.4      0.03   10.5   0.5   2.4   2   0   0   2   2   2   1 -
KP06_gp48               -          VOG4437              -               0.12    8.3   7.0     0.035   10.0   1.9   2.1   2   0   0   2   2   2   0 -
nc_024711_crassphage_50 -          VOG4437              -               0.12    8.3   7.0     0.035   10.0   1.9   2.1   2   0   0   2   2   2   0 -
eld241-t0_s_1_104    -          VOG4473              -             0.0073   12.9   0.4     0.024   11.2   0.3   2.1   1   1   1   2   2   2   1 -
err975045_s_1_47     -          VOG4486              -            0.00024   16.7   0.1   0.00028   16.5   0.1   1.1   1   0   0   1   1   1   1 -
hvcf_a6_ms_4_49      -          VOG4539              -              0.061    9.4   5.7      0.33    7.0   0.1   2.1   2   0   0   2   2   2   0 -
fferm_ms_11_86       -          VOG4543              -             0.0022   15.1   2.9    0.0067   13.5   3.0   2.0   1   1   0   1   1   1   1 -
err844030_ms_1_36    -          VOG4544              -            2.6e-06   23.7   5.1   5.3e-06   22.7   4.9   1.4   1   1   0   1   1   1   1 -
fferm_ms_11_64       -          VOG4548              -            1.4e-32  109.3   1.4   1.8e-32  108.9   1.4   1.1   1   0   0   1   1   1   1 -
sib1_ms_5_60         -          VOG4548              -              2e-19   66.0   0.5   3.2e-19   65.3   0.5   1.2   1   0   0   1   1   1   1 -
srr4295175_ms_5_63   -          VOG4548              -             0.0016   13.6   0.1    0.0097   11.0   0.1   2.1   1   1   0   1   1   1   1 -
KP06_gp39               -          VOG4549              -            0.00041   17.1   0.3   0.00048   16.9   0.3   1.2   1   0   0   1   1   1   1 -
nc_024711_crassphage_40 -          VOG4549              -            0.00042   17.1   0.3    0.0005   16.8   0.3   1.2   1   0   0   1   1   1   1 -
err975045_s_1_66        -          VOG4549              -             0.0026   14.5   0.2    0.0033   14.2   0.2   1.2   1   0   0   1   1   1   1 -
fferm_ms_11_73       -          VOG4551              -            2.6e-09   33.8   0.2   3.2e-09   33.5   0.2   1.1   1   0   0   1   1   1   1 -
inf125_s_2_102       -          VOG4551              -              5e-09   32.9   6.1   6.5e-09   32.5   6.1   1.1   1   0   0   1   1   1   1 -
sib1_ms_5_56         -          VOG4551              -             0.0011   15.3   8.8    0.0017   14.7   8.8   1.3   1   1   0   1   1   1   1 -
srr4295175_ms_5_72   -          VOG4555              -                0.2    8.2  17.2       2.7    4.5  17.2   2.1   1   1   0   1   1   1   0 -
cs_ms_21_64          -          VOG4559              -            4.7e-23   77.6   0.1   7.4e-23   77.0   0.1   1.3   1   0   0   1   1   1   1 -
inf125_s_2_67           -          VOG4561              -            4.8e-30  101.1   0.0   2.7e-26   88.9   0.0   2.2   2   0   0   2   2   2   2 -
fferm_ms_11_96          -          VOG4561              -              8e-29   97.1   0.0   1.3e-24   83.4   0.0   2.1   2   0   0   2   2   2   2 -
hvcf_a6_ms_4_73         -          VOG4561              -            1.3e-21   73.6   0.0   2.1e-17   59.8   0.0   2.1   2   0   0   2   2   2   2 -
sib1_ms_5_51            -          VOG4561              -            6.6e-19   64.7   0.1   1.2e-11   40.9   0.0   3.5   3   1   0   3   3   3   3 -
KP06_gp28               -          VOG4561              -              2e-17   59.9   0.0   4.1e-12   42.5   0.0   2.1   2   0   0   2   2   2   2 -
nc_024711_crassphage_28 -          VOG4561              -              2e-17   59.9   0.0   4.1e-12   42.5   0.0   2.1   2   0   0   2   2   2   2 -
err975045_s_1_55        -          VOG4561              -            5.1e-15   52.0   0.0   3.3e-13   46.1   0.0   2.2   2   0   0   2   2   2   1 -
cs_ms_21_65             -          VOG4561              -              7e-13   45.0   0.1   7.8e-09   31.8   0.0   2.2   2   0   0   2   2   2   2 -
hvcf_a6_ms_4_77      -          VOG4564              -              0.084    8.9   5.3     0.056    9.5   3.3   1.5   1   1   0   1   1   1   0 -
sib1_ms_5_37         -          VOG4565              -            4.8e-07   25.9   0.1   1.8e-06   24.1   0.1   2.0   1   0   0   1   1   1   1 -
err975045_s_1_71     -          VOG4565              -            0.00033   16.7   0.6   0.00033   16.7   0.6   2.6   3   0   0   3   3   3   1 -
nc_024711_crassphage_45 -          VOG4566              -             0.0039   13.2   3.1    0.0025   13.9   1.6   1.4   1   1   0   1   1   1   1 -
KP06_gp43               -          VOG4566              -              0.004   13.2   3.2    0.0026   13.8   1.7   1.4   1   1   0   1   1   1   1 -
KP06_gp16               -          VOG4577              -            1.5e-45  152.3  27.3     2e-45  151.9  27.3   1.1   1   0   0   1   1   1   1 -
nc_024711_crassphage_16 -          VOG4577              -            1.5e-45  152.3  27.3     2e-45  151.9  27.3   1.1   1   0   0   1   1   1   1 -
srr4295175_ms_5_62      -          VOG4577              -            7.1e-41  136.8  18.4   1.2e-40  136.0  18.4   1.3   1   0   0   1   1   1   1 -
inf125_s_2_94           -          VOG4577              -              3e-39  131.4  31.2   6.6e-38  127.0  31.2   2.1   1   1   0   1   1   1   1 -
err975045_s_1_40        -          VOG4577              -            3.6e-35  117.9  17.7   9.4e-35  116.6  17.7   1.7   1   1   0   1   1   1   1 -
hvcf_a6_ms_4_59         -          VOG4577              -            3.3e-34  114.8  18.2   3.3e-34  114.8  18.2   2.7   1   1   1   2   2   2   1 -
err844030_ms_1_85       -          VOG4577              -            3.9e-34  114.5  30.1   3.6e-33  111.4  30.1   2.0   1   1   0   1   1   1   1 -
sib1_ms_5_63            -          VOG4577              -            7.5e-34  113.6  24.9     3e-32  108.3  24.9   2.4   1   1   0   1   1   1   1 -
eld241-t0_s_1_143       -          VOG4577              -            9.5e-33  110.0  26.8   4.6e-31  104.4  26.8   2.0   1   1   0   1   1   1   1 -
cs_ms_21_50             -          VOG4577              -            2.4e-28   95.4  10.2   2.9e-28   95.1  10.2   1.0   1   0   0   1   1   1   1 -
srr4295175_ms_5_16   -          VOG4581              -             0.0015   14.5   2.4    0.0026   13.8   2.2   1.4   1   1   0   1   1   1   1 -
inf125_s_2_100       -          VOG4587              -            8.5e-18   61.1   0.1   9.6e-18   60.9   0.1   1.2   1   0   0   1   1   1   1 -
eld241-t0_s_1_152    -          VOG4587              -             0.0011   14.7   0.0    0.0021   13.8   0.0   1.5   1   0   0   1   1   1   1 -
fferm_ms_11_61       -          VOG4593              -            0.00015   17.4   0.1   0.00015   17.4   0.1   1.0   1   0   0   1   1   1   1 -
inf125_s_2_25        -          VOG4593              -              0.012   11.2   0.3     0.015   10.8   0.3   1.1   1   0   0   1   1   1   0 -
inf125_s_2_170          -          VOG4598              -             0.0069   10.1  12.5    0.0086    9.8  12.5   1.0   1   0   0   1   1   1   1 -
KP06_gp55               -          VOG4598              -              0.013    9.2   8.2     0.014    9.1   8.2   1.0   1   0   0   1   1   1   0 -
nc_024711_crassphage_57 -          VOG4598              -              0.014    9.1   8.2     0.014    9.1   8.2   1.0   1   0   0   1   1   1   0 -
srr4295175_ms_5_72      -          VOG4598              -               0.07    6.8   4.2     0.095    6.3   4.2   1.1   1   0   0   1   1   1   0 -
err975045_s_1_71     -          VOG4610              -            0.00042   16.5   1.3   0.00042   16.5   1.3   4.3   4   1   1   5   5   5   2 -
cs_ms_21_72          -          VOG4611              -               0.06    8.9   9.9    0.0032   13.1   0.3   3.2   3   1   1   4   4   4   0 -
srr4295175_ms_5_72   -          VOG4611              -                2.2    3.8  10.3       4.8    2.7  10.3   1.5   1   1   0   1   1   1   0 -
inf125_s_2_38        -          VOG4615              -               0.11    8.4  11.0      0.22    7.4  11.0   1.5   1   0   0   1   1   1   0 -
err975045_s_1_21     -          VOG4645              -             0.0094   12.1   4.0     0.009   12.2   3.0   1.4   1   1   0   1   1   1   1 -
srr4295175_ms_5_70   -          VOG4645              -               0.15    8.2   6.7      0.28    7.3   0.0   2.7   1   1   2   3   3   3   0 -
srr4295175_ms_5_72   -          VOG4645              -                0.3    7.2   9.1       1.1    5.5   3.1   2.2   1   1   1   2   2   2   0 -
inf125_s_2_8         -          VOG4646              -            0.00038   15.6   0.4   0.00038   15.6   0.4   1.0   1   0   0   1   1   1   1 -
cs_ms_21_48          -          VOG4670              -            7.8e-07   23.4   0.4    0.0011   12.9   0.0   2.2   2   0   0   2   2   2   2 -
fferm_ms_11_93       -          VOG4677              -            9.8e-05   17.5   0.2   0.00023   16.3   0.2   1.6   1   1   0   1   1   1   1 -
fferm_ms_11_93       -          VOG4679              -            4.5e-12   41.1   0.0     5e-12   41.0   0.0   1.0   1   0   0   1   1   1   1 -
cs_ms_21_17             -          VOG4692              -            3.2e-05   20.0   0.1   0.00039   16.4   0.1   2.2   1   1   0   1   1   1   1 -
KP06_gp83               -          VOG4692              -            9.3e-05   18.4   0.0   0.00028   16.9   0.0   1.8   1   1   1   2   2   2   1 -
nc_024711_crassphage_85 -          VOG4692              -            9.4e-05   18.4   0.0   0.00028   16.9   0.0   1.8   1   1   1   2   2   2   1 -
sib1_ms_5_4             -          VOG4692              -            0.00015   17.8   0.3   0.00038   16.4   0.3   1.7   1   1   0   1   1   1   1 -
fferm_ms_11_83          -          VOG4692              -            0.00068   15.6   1.7    0.0014   14.6   1.7   1.6   1   1   0   1   1   1   1 -
fferm_ms_11_83       -          VOG4708              -            9.7e-21   70.7   0.1   1.3e-20   70.3   0.1   1.1   1   0   0   1   1   1   1 -
inf125_s_2_106       -          VOG4708              -            6.4e-17   58.2   0.2   9.6e-17   57.6   0.2   1.2   1   0   0   1   1   1   1 -
eld241-t0_s_1_153    -          VOG4708              -            1.4e-16   57.1   0.3   2.2e-16   56.4   0.3   1.2   1   0   0   1   1   1   1 -
err844030_ms_1_100   -          VOG4708              -            1.8e-16   56.7   1.7     3e-16   56.0   1.7   1.2   1   0   0   1   1   1   1 -
sib1_ms_5_11         -          VOG4724              -               0.26    7.2  14.0     0.016   11.2   6.6   2.2   2   0   0   2   2   2   0 -
err975045_s_1_21     -          VOG4728              -             0.0072   12.8   0.6      0.01   12.3   0.6   1.3   1   0   0   1   1   1   1 -
srr4295175_ms_5_36      -          VOG4731              -            2.4e-17   59.1   0.1   3.9e-17   58.4   0.1   1.4   1   1   0   1   1   1   1 -
KP06_gp41               -          VOG4731              -              3e-17   58.8   0.1   4.6e-17   58.2   0.1   1.2   1   0   0   1   1   1   1 -
nc_024711_crassphage_42 -          VOG4731              -              3e-17   58.8   0.1   4.7e-17   58.2   0.1   1.2   1   0   0   1   1   1   1 -
sib1_ms_5_42            -          VOG4731              -            2.9e-13   46.0   0.0   4.4e-13   45.4   0.0   1.2   1   0   0   1   1   1   1 -
eld241-t0_s_1_134    -          VOG4737              -            0.00036   16.4   0.3   0.00076   15.3   0.3   1.4   1   0   0   1   1   1   1 -
sib1_ms_5_18         -          VOG4763              -            0.00059   13.5   3.2   0.00065   13.4   3.2   1.0   1   0   0   1   1   1   1 -
fferm_ms_11_62       -          VOG4772              -            2.9e-17   59.1   1.0   1.1e-14   50.7   1.0   2.2   1   1   0   1   1   1   1 -
eld241-t0_s_1_81     -          VOG4792              -             0.0035   13.6   0.6    0.0061   12.8   0.6   1.5   1   0   0   1   1   1   1 -
